,h_ratio,v_ratio
1,0.5221768785756695,0.5992176154741041
2,0.5294594982076716,0.5824897659793711
3,0.552908562063057,0.5823694321768361
4,0.538053197666836,0.5914211785705984
5,0.5302547568875697,0.5938125983785375
6,0.5334601463180112,0.5938104342604147
7,0.5274598967764718,0.5979799113362565
8,0.5267367165733963,0.600480830824017
9,0.5303631825694048,0.601603448891505
